Orig GRP,ExamID,Mailing Round,CompID,Set Number,Number of knowns with sufficient reproducible detail for comparison,Examiner's Analysis,Score,Pair,AnalType,Gun_K1,Lot #_1,Gun_K2,Lot #_2,Gun_Q,Lot #_3,Bullet/Case,M_NM,Ber_NonBer,Gun_1,Gun_2,ExamID_2,ExamID_3,Round
Org-Grp-17,PZ,B,Group 64,17,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,N-U,New,N,π 78_2016-04_35,N,π 78_2016-04_35,U,π 116_2016-06_179,Bullet,NM,Beretta,N,U,PZ,B,1
Org-Grp-17,PZ,B,Group 64,18,2,Inc-A,Match(gt) marked Inconclusive,10-10,New,10,,10,,10,,Bullet,M,Non_Ber,10,10,PZ,B,1
Org-Grp-17,PZ,B,Group 64,19,2,ID---provide basis,Correct-Match,9-9,New,9,,9,,9,,Bullet,M,Non_Ber,9,9,PZ,B,1
Org-Grp-17,PZ,B,Group 64,20,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,I-P,New,I,π 78_2016-04_35,I,π 78_2016-04_35,P,π 154_2016-08_96,Bullet,NM,Beretta,I,P,PZ,B,1
Org-Grp-17,PZ,B,Group 64,21,2,Elim-Using Difference in Individual Characteristics,Incorrect-actually Match(gt),8-8,New,8,,8,,8,,Bullet,M,Non_Ber,8,8,PZ,B,1
Org-Grp-17,PZ,B,Group 64,22,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,J-Q,New,J,π 154_2016-08_125,J,π 154_2016-08_125,Q,π 02_2016-01_90,Bullet,NM,Beretta,J,Q,PZ,B,1
Org-Grp-17,PZ,B,Group 64,23,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,1-2,New,1,,1,,2,,Bullet,NM,Non_Ber,1,2,PZ,B,1
Org-Grp-17,PZ,B,Group 64,24,2,Inc-B,Non-Matched(gt) marked Inconclusive,M-T,New,M,π 78_2016-04_35,M,π 78_2016-04_35,T,π 78_2016-04_35,Bullet,NM,Beretta,M,T,PZ,B,1
Org-Grp-17,PZ,B,Group 64,25,2,Elim-Using Difference in Individual Characteristics,Incorrect-actually Match(gt),11-11,New,11,,11,,11,,Bullet,M,Non_Ber,11,11,PZ,B,1
Org-Grp-17,PZ,B,Group 64,26,2,ID---provide basis,Incorrect-actually Non Match(gt),H-O,New,H,π 165_2016-08_96,H,π 165_2016-08_96,O,π 116_2016-06_125,Bullet,NM,Beretta,H,O,PZ,B,1
Org-Grp-17,PZ,B,Group 64,27,2,Inc-C,Match(gt) marked Inconclusive,G-G,New,G,π 78_2016-04_188,G,π 78_2016-04_188,G,π 78_2016-04_188,Bullet,M,Beretta,G,G,PZ,B,1
Org-Grp-17,PZ,B,Group 64,28,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,K-R,New,K,π 75_2016-04_96,K,π 75_2016-04_96,R,π 78_2016-04_35,Bullet,NM,Beretta,K,R,PZ,B,1
Org-Grp-17,PZ,B,Group 64,29,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,L-S,New,L,π 75_2016-04_96,L,π 75_2016-04_96,S,π 154_2016-08_35,Bullet,NM,Beretta,L,S,PZ,B,1
Org-Grp-17,PZ,B,Group 64,30,2,Elim-Using Difference in Individual Characteristics,Incorrect-actually Match(gt),E-E,New,E,π 78_2016-04_35,E,π 78_2016-04_35,E,π 78_2016-04_35,Bullet,M,Beretta,E,E,PZ,B,1
Org-Grp-164,LP,E,Group 65,16,2,ID---provide basis,Correct-Match,T-T,New,T,π 78_2016-04_35,T,π 78_2016-04_35,T,π 78_2016-04_35,Bullet,M,Beretta,T,T,LP,E,1
Org-Grp-164,LP,E,Group 65,17,2,Inc-B,Non-Matched(gt) marked Inconclusive,8-1,New,8,,8,,1,,Bullet,NM,Non_Ber,8,1,LP,E,1
Org-Grp-164,LP,E,Group 65,18,2,Inc-B,Non-Matched(gt) marked Inconclusive,10-3,New,10,,10,,3,,Bullet,NM,Non_Ber,10,3,LP,E,1
Org-Grp-164,LP,E,Group 65,19,2,ID---provide basis,Correct-Match,U-U,New,U,π 116_2016-06_179,U,π 116_2016-06_179,U,π 116_2016-06_179,Bullet,M,Beretta,U,U,LP,E,1
Org-Grp-164,LP,E,Group 65,20,2,Inc-B,Non-Matched(gt) marked Inconclusive,11-4,New,11,,11,,4,,Bullet,NM,Non_Ber,11,4,LP,E,1
Org-Grp-164,LP,E,Group 65,21,2,ID---provide basis,Correct-Match,V-V,New,V,π 78_2016-04_35,V,π 78_2016-04_35,V,π 78_2016-04_35,Bullet,M,Beretta,V,V,LP,E,1
Org-Grp-164,LP,E,Group 65,22,2,Inc-B,Non-Matched(gt) marked Inconclusive,A-F,New,A,π 154_2016-08_35,A,π 154_2016-08_35,F,π 165_2016-08_96,Bullet,NM,Beretta,A,F,LP,E,1
Org-Grp-164,LP,E,Group 65,23,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,Y-C,New,Y,π 111_2014-06_21,Y,π 111_2014-06_21,C,π 02_2016-01_94,Bullet,NM,Beretta,Y,C,LP,E,1
Org-Grp-164,LP,E,Group 65,24,2,Inc-B,Match(gt) marked Inconclusive,S-S,New,S,π 154_2016-08_35,S,π 154_2016-08_35,S,π 154_2016-08_35,Bullet,M,Beretta,S,S,LP,E,1
Org-Grp-164,LP,E,Group 65,25,2,Inc-B,Non-Matched(gt) marked Inconclusive,Z-D,New,Z,π 116_2016-06_119,Z,π 116_2016-06_119,D,π 78_2016-04_35,Bullet,NM,Beretta,Z,D,LP,E,1
Org-Grp-164,LP,E,Group 65,26,2,Inc-B,Non-Matched(gt) marked Inconclusive,X-B,New,X,π 154_2016-08_35,X,π 154_2016-08_35,B,π 75_2016-04_96,Bullet,NM,Beretta,X,B,LP,E,1
Org-Grp-164,LP,E,Group 65,27,2,ID---provide basis,Correct-Match,7-7,New,7,,7,,7,,Bullet,M,Non_Ber,7,7,LP,E,1
Org-Grp-164,LP,E,Group 65,28,2,ID---provide basis,Correct-Match,W-W,New,W,π 78_2016-04_35,W,π 78_2016-04_35,W,π 78_2016-04_35,Bullet,M,Beretta,W,W,LP,E,1
Org-Grp-164,LP,E,Group 65,29,2,Inc,Non-Matched(gt) marked Inconclusive,AA-E,New,AA,π 02_2016-01_81,AA,π 02_2016-01_81,E,π 78_2016-04_35,Bullet,NM,Beretta,AA,E,LP,E,1
Org-Grp-164,LP,E,Group 65,30,2,Inc-B,Non-Matched(gt) marked Inconclusive,9-2,New,9,,9,,2,,Bullet,NM,Non_Ber,9,2,LP,E,1
Org-Grp-44,FM,A,Group 66,16,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,F-N,New,F,π 78_2016-04_188,F,π 78_2016-04_188,N,π 78_2016-04_35,Bullet,NM,Beretta,F,N,FM,A,1
Org-Grp-44,FM,A,Group 66,17,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,J-R,New,J,π 154_2016-08_125,J,π 154_2016-08_125,R,π 78_2016-04_35,Bullet,NM,Beretta,J,R,FM,A,1
Org-Grp-44,FM,A,Group 66,18,2,Elim-Using Difference in Individual Characteristics,Incorrect-actually Match(gt),3-3,New,3,,3,,3,,Bullet,M,Non_Ber,3,3,FM,A,1
Org-Grp-44,FM,A,Group 66,19,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,L-T,New,L,π 75_2016-04_96,L,π 75_2016-04_96,T,π 78_2016-04_35,Bullet,NM,Beretta,L,T,FM,A,1
Org-Grp-44,FM,A,Group 66,20,2,ID---provide basis,Correct-Match,D-D,New,D,π 78_2016-04_35,D,π 78_2016-04_35,D,π 78_2016-04_35,Bullet,M,Beretta,D,D,FM,A,1
Org-Grp-44,FM,A,Group 66,21,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,6-8,New,6,,6,,8,,Bullet,NM,Non_Ber,6,8,FM,A,1
Org-Grp-44,FM,A,Group 66,22,2,ID---provide basis,Correct-Match,C-C,New,C,π 02_2016-01_94,C,π 02_2016-01_94,C,π 02_2016-01_94,Bullet,M,Beretta,C,C,FM,A,1
Org-Grp-44,FM,A,Group 66,23,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,G-O,New,G,π 78_2016-04_188,G,π 78_2016-04_188,O,π 116_2016-06_125,Bullet,NM,Beretta,G,O,FM,A,1
Org-Grp-44,FM,A,Group 66,24,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,K-S,New,K,π 75_2016-04_96,K,π 75_2016-04_96,S,π 154_2016-08_35,Bullet,NM,Beretta,K,S,FM,A,1
Org-Grp-44,FM,A,Group 66,25,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,7-9,New,7,,7,,9,,Bullet,NM,Non_Ber,7,9,FM,A,1
Org-Grp-44,FM,A,Group 66,26,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,I-Q,New,I,π 78_2016-04_35,I,π 78_2016-04_35,Q,π 116_2016-06_179,Bullet,NM,Beretta,I,Q,FM,A,1
Org-Grp-44,FM,A,Group 66,27,2,ID---provide basis,Correct-Match,5-5,New,5,,5,,5,,Bullet,M,Non_Ber,5,5,FM,A,1
Org-Grp-44,FM,A,Group 66,28,2,ID---provide basis,Correct-Match,4-4,New,4,,4,,4,,Bullet,M,Non_Ber,4,4,FM,A,1
Org-Grp-44,FM,A,Group 66,29,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,H-P,New,H,π 02_2016-01_94,H,π 02_2016-01_94,P,π 154_2016-08_96,Bullet,NM,Beretta,H,P,FM,A,1
Org-Grp-44,FM,A,Group 66,30,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,E-M,New,E,π 78_2016-04_35,E,π 78_2016-04_35,M,π 78_2016-04_35,Bullet,NM,Beretta,E,M,FM,A,1
Org-Grp-250,VJ,G,Group 69,16,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,Z-H,New,Z,π 116_2016-06_119,Z,π 116_2016-06_119,H,π 154_2016-08_125,Bullet,NM,Beretta,Z,H,VJ,G,2
Org-Grp-250,VJ,G,Group 69,17,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,6-9,New,6,,6,,9,,Bullet,NM,Non_Ber,6,9,VJ,G,2
Org-Grp-250,VJ,G,Group 69,18,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,5-8,New,5,,5,,8,,Bullet,NM,Non_Ber,5,8,VJ,G,2
Org-Grp-250,VJ,G,Group 69,19,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,X-F,New,X,π 154_2016-08_35,X,π 154_2016-08_35,F,π 165_2016.08_91,Bullet,NM,Beretta,X,F,VJ,G,2
Org-Grp-250,VJ,G,Group 69,20,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,V-D,New,V,π 78_2016-04_35,V,π 78_2016-04_35,D,π 78_2016-04_35,Bullet,NM,Beretta,V,D,VJ,G,2
Org-Grp-250,VJ,G,Group 69,21,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,A-J,New,A,π 154_2016-08_35,A,π 154_2016-08_35,J,π 154_2016-08_125,Bullet,NM,Beretta,A,J,VJ,G,2
Org-Grp-250,VJ,G,Group 69,22,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,4-7,New,4,,4,,7,,Bullet,NM,Non_Ber,4,7,VJ,G,2
Org-Grp-250,VJ,G,Group 69,23,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,AA-I,New,AA,π 02_2016-01_81,AA,π 02_2016-01_81,I,π 78_2016-04_35,Bullet,NM,Beretta,AA,I,VJ,G,2
Org-Grp-250,VJ,G,Group 69,24,1,Inc-B,Match(gt) marked Inconclusive,3-3,New,3,,3,,3,,Bullet,M,Non_Ber,3,3,VJ,G,2
Org-Grp-250,VJ,G,Group 69,25,1,Inc-B,Match(gt) marked Inconclusive,2-2,New,2,,2,,2,,Bullet,M,Non_Ber,2,2,VJ,G,2
Org-Grp-250,VJ,G,Group 69,26,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,U-C,New,U,π 116_2016-06_179,U,π 116_2016-06_179,C,π 02_2016-01_94,Bullet,NM,Beretta,U,C,VJ,G,2
Org-Grp-250,VJ,G,Group 69,27,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,B-K,New,B,π 75_2016-04_96,B,π 75_2016-04_96,K,π 75_2016-04_96,Bullet,NM,Beretta,B,K,VJ,G,2
Org-Grp-250,VJ,G,Group 69,28,2,ID---provide basis,Correct-Match,T-T,New,T,π 78_2016-04_35,T,π 78_2016-04_35,T,π 78_2016-04_35,Bullet,M,Beretta,T,T,VJ,G,2
Org-Grp-250,VJ,G,Group 69,29,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,Y-G,New,Y,π 111_2014-06_21,Y,π 111_2014-06_21,G,π 78_2016-04_188,Bullet,NM,Beretta,Y,G,VJ,G,2
Org-Grp-250,VJ,G,Group 69,30,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,W-E,New,W,π 78_2016-04_35,W,π 78_2016-04_35,E,π 78_2016-04_35,Bullet,NM,Beretta,W,E,VJ,G,2
Org-Grp-190,JQ,E,Group 7,16,2,Inc-B,Non-Matched(gt) marked Inconclusive,C-K,New,C,π 02_2016-01_94,C,π 02_2016-01_94,K,π 75_2016-04_96,Bullet,NM,Beretta,C,K,JQ,E,1
Org-Grp-190,JQ,E,Group 7,17,2,Inc-B,Non-Matched(gt) marked Inconclusive,E-M,New,E,π 78_2016-04_35,E,π 78_2016-04_35,M,π 78_2016-04_35,Bullet,NM,Beretta,E,M,JQ,E,1
Org-Grp-190,JQ,E,Group 7,18,2,Inc-B,Non-Matched(gt) marked Inconclusive,11-2,New,11,,11,,2,,Bullet,NM,Non_Ber,11,2,JQ,E,1
Org-Grp-190,JQ,E,Group 7,19,2,ID---provide basis,Correct-Match,A-A,New,A,π 154_2016-08_35,A,π 154_2016-08_35,A,π 154_2016-08_35,Bullet,M,Beretta,A,A,JQ,E,1
Org-Grp-190,JQ,E,Group 7,20,2,ID---provide basis,Correct-Match,AA-AA,New,AA,π 02_2016-01_81,AA,π 02_2016-01_81,AA,π 02_2016-01_81,Bullet,M,Beretta,AA,AA,JQ,E,1
Org-Grp-190,JQ,E,Group 7,21,2,Inc-A,Match(gt) marked Inconclusive,9-9,New,9,,9,,9,,Bullet,M,Non_Ber,9,9,JQ,E,1
Org-Grp-190,JQ,E,Group 7,22,2,Inc-A,Match(gt) marked Inconclusive,8-8,New,8,,8,,8,,Bullet,M,Non_Ber,8,8,JQ,E,1
Org-Grp-190,JQ,E,Group 7,23,2,Inc-B,Non-Matched(gt) marked Inconclusive,B-J,New,B,π 75_2016-04_96,B,π 75_2016-04_96,J,π 154_2016-08_125,Bullet,NM,Beretta,B,J,JQ,E,1
Org-Grp-190,JQ,E,Group 7,24,2,Inc-B,Non-Matched(gt) marked Inconclusive,H-P,New,H,π 02_2016-01_94,H,π 02_2016-01_94,P,π 154_2016-08_96,Bullet,NM,Beretta,H,P,JQ,E,1
Org-Grp-190,JQ,E,Group 7,25,2,Inc-B,Non-Matched(gt) marked Inconclusive,D-L,New,D,π 78_2016-04_35,D,π 78_2016-04_35,L,π 75_2016-04_96,Bullet,NM,Beretta,D,L,JQ,E,1
Org-Grp-190,JQ,E,Group 7,26,2,Inc-B,Non-Matched(gt) marked Inconclusive,10-1,New,10,,10,,1,,Bullet,NM,Non_Ber,10,1,JQ,E,1
Org-Grp-190,JQ,E,Group 7,27,2,Inc-B,Non-Matched(gt) marked Inconclusive,G-O,New,G,π 78_2016-04_188,G,π 78_2016-04_188,O,π 116_2016-06_125,Bullet,NM,Beretta,G,O,JQ,E,1
Org-Grp-190,JQ,E,Group 7,28,2,Inc-A,Match(gt) marked Inconclusive,7-7,New,7,,7,,7,,Bullet,M,Non_Ber,7,7,JQ,E,1
Org-Grp-190,JQ,E,Group 7,29,2,Inc-A,Non-Matched(gt) marked Inconclusive,F-N,New,F,π 78_2016-04_188,F,π 78_2016-04_188,N,π 78_2016-04_35,Bullet,NM,Beretta,F,N,JQ,E,1
Org-Grp-190,JQ,E,Group 7,30,2,Inc-B,Non-Matched(gt) marked Inconclusive,I-Q,New,I,π 78_2016-04_35,I,π 78_2016-04_35,Q,π 02_2016-01_90,Bullet,NM,Beretta,I,Q,JQ,E,1
Org-Grp-235,YG,D,Group 70,16,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,3-7,New,3,,3,,7,,Bullet,NM,Non_Ber,3,7,YG,D,1
Org-Grp-235,YG,D,Group 70,17,2,ID---provide basis,Correct-Match,P-P,New,P,π 154_2016-08_96,P,π 154_2016-08_96,P,π 154_2016-08_96,Bullet,M,Beretta,P,P,YG,D,1
Org-Grp-235,YG,D,Group 70,18,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,T-Y,New,T,π 78_2016-04_35,T,π 78_2016-04_35,Y,π 111_2014-06_21,Bullet,NM,Beretta,T,Y,YG,D,1
Org-Grp-235,YG,D,Group 70,19,2,ID---provide basis,Correct-Match,N-N,New,N,π 78_2016-04_35,N,π 78_2016-04_35,N,π 78_2016-04_35,Bullet,M,Beretta,N,N,YG,D,1
Org-Grp-235,YG,D,Group 70,20,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,Q-V,New,Q,π 02_2016-01_90,Q,π 02_2016-01_90,V,π 78_2016-04_35,Bullet,NM,Beretta,Q,V,YG,D,1
Org-Grp-235,YG,D,Group 70,21,2,ID---provide basis,Correct-Match,O-O,New,O,π 116_2016-06_125,O,π 116_2016-06_125,O,π 116_2016-06_125,Bullet,M,Beretta,O,O,YG,D,1
Org-Grp-235,YG,D,Group 70,22,2,ID---provide basis,Correct-Match,L-L,New,L,π 75_2016-04_96,L,π 75_2016-04_96,L,π 75_2016-04_96,Bullet,M,Beretta,L,L,YG,D,1
Org-Grp-235,YG,D,Group 70,23,2,Inc-C,Non-Matched(gt) marked Inconclusive,6-10,New,6,,6,,10,,Bullet,NM,Non_Ber,6,10,YG,D,1
Org-Grp-235,YG,D,Group 70,24,1,Inc-B,Non-Matched(gt) marked Inconclusive,4-8,New,4,,4,,8,,Bullet,NM,Non_Ber,4,8,YG,D,1
Org-Grp-235,YG,D,Group 70,25,1,ID---provide basis,Correct-Match,2-2,New,2,,2,,2,,Bullet,M,Non_Ber,2,2,YG,D,1
Org-Grp-235,YG,D,Group 70,26,2,Inc-B,Non-Matched(gt) marked Inconclusive,5-9,New,5,,5,,9,,Bullet,NM,Non_Ber,5,9,YG,D,1
Org-Grp-235,YG,D,Group 70,27,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,S-X,New,S,π 154_2016-08_35,S,π 154_2016-08_35,X,π 154_2016-08_35,Bullet,NM,Beretta,S,X,YG,D,1
Org-Grp-235,YG,D,Group 70,28,2,ID---provide basis,Correct-Match,M-M,New,M,π 78_2016-04_35,M,π 78_2016-04_35,M,π 78_2016-04_35,Bullet,M,Beretta,M,M,YG,D,1
Org-Grp-235,YG,D,Group 70,29,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,R-W,New,R,π 78_2016-04_35,R,π 78_2016-04_35,W,π 78_2016-04_35,Bullet,NM,Beretta,R,W,YG,D,1
Org-Grp-235,YG,D,Group 70,30,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,U-Z,New,U,π 116_2016-06_179,U,π 116_2016-06_179,Z,π 116_2016-06_119,Bullet,NM,Beretta,U,Z,YG,D,1
Org-Grp-157,VW,D,Group 72,16,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,Q-W,New,Q,π 116_2016-06_179,Q,π 116_2016-06_179,W,π 78_2016-04_35,Bullet,NM,Beretta,Q,W,VW,D,1
Org-Grp-157,VW,D,Group 72,17,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,6-11,New,6,,6,,11,,Bullet,NM,Non_Ber,6,11,VW,D,1
Org-Grp-157,VW,D,Group 72,18,2,Inc-B,Non-Matched(gt) marked Inconclusive,9-3,New,9,,9,,3,,Bullet,NM,Non_Ber,9,3,VW,D,1
Org-Grp-157,VW,D,Group 72,19,2,ID---provide basis,Correct-Match,H-H,New,H,π 165_2016-08_96,H,π 165_2016-08_96,H,π 154_2016-08_125,Bullet,M,Beretta,H,H,VW,D,1
Org-Grp-157,VW,D,Group 72,20,0,Inc-A,Non-Matched(gt) marked Inconclusive,5-10,New,5,,5,,10,,Bullet,NM,Non_Ber,5,10,VW,D,1
Org-Grp-157,VW,D,Group 72,21,2,ID---provide basis,Correct-Match,J-J,New,J,π 154_2016-08_125,J,π 154_2016-08_125,J,π 154_2016-08_125,Bullet,M,Beretta,J,J,VW,D,1
Org-Grp-157,VW,D,Group 72,22,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,N-T,New,N,π 78_2016-04_35,N,π 78_2016-04_35,T,π 78_2016-04_35,Bullet,NM,Beretta,N,T,VW,D,1
Org-Grp-157,VW,D,Group 72,23,2,ID---provide basis,Correct-Match,I-I,New,I,π 78_2016-04_35,I,π 78_2016-04_35,I,π 78_2016-04_35,Bullet,M,Beretta,I,I,VW,D,1
Org-Grp-157,VW,D,Group 72,24,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,O-U,New,O,π 116_2016-06_125,O,π 116_2016-06_125,U,π 116_2016-06_179,Bullet,NM,Beretta,O,U,VW,D,1
Org-Grp-157,VW,D,Group 72,25,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,M-S,New,M,π 78_2016-04_35,M,π 78_2016-04_35,S,π 154_2016-08_35,Bullet,NM,Beretta,M,S,VW,D,1
Org-Grp-157,VW,D,Group 72,26,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,P-V,New,P,π 154_2016-08_96,P,π 154_2016-08_96,V,π 78_2016-04_35,Bullet,NM,Beretta,P,V,VW,D,1
Org-Grp-157,VW,D,Group 72,27,2,Inc-A,Non-Matched(gt) marked Inconclusive,8-2,New,8,,8,,2,,Bullet,NM,Non_Ber,8,2,VW,D,1
Org-Grp-157,VW,D,Group 72,28,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,L-R,New,L,π 75_2016-04_96,L,π 75_2016-04_96,R,π 78_2016-04_35,Bullet,NM,Beretta,L,R,VW,D,1
Org-Grp-157,VW,D,Group 72,29,2,Inc-A,Match(gt) marked Inconclusive,K-K,New,K,π 75_2016-04_96,K,π 75_2016-04_96,K,π 75_2016-04_96,Bullet,M,Beretta,K,K,VW,D,1
Org-Grp-157,VW,D,Group 72,30,2,Inc-C,Non-Matched(gt) marked Inconclusive,7-1,New,7,,7,,1,,Bullet,NM,Non_Ber,7,1,VW,D,1
Org-Grp-181,KF,C,Group 73,16,2,Inc-B,Non-Matched(gt) marked Inconclusive,3-5,New,3,,3,,5,,Bullet,NM,Non_Ber,3,5,KF,C,1
Org-Grp-181,KF,C,Group 73,17,2,ID---provide basis,Correct-Match,1-1,New,1,,1,,1,,Bullet,M,Non_Ber,1,1,KF,C,1
Org-Grp-181,KF,C,Group 73,18,2,Inc-C,Non-Matched(gt) marked Inconclusive,O-W,New,O,π 116_2016-06_125,O,π 116_2016-06_125,W,π 78_2016-04_35,Bullet,NM,Beretta,O,W,KF,C,1
Org-Grp-181,KF,C,Group 73,19,2,Inc-C,Non-Matched(gt) marked Inconclusive,L-T,New,L,π 75_2016-04_96,L,π 75_2016-04_96,T,π 78_2016-04_35,Bullet,NM,Beretta,L,T,KF,C,1
Org-Grp-181,KF,C,Group 73,20,2,Inc-B,Non-Matched(gt) marked Inconclusive,N-V,New,N,π 78_2016-04_35,N,π 78_2016-04_35,V,π 78_2016-04_35,Bullet,NM,Beretta,N,V,KF,C,1
Org-Grp-181,KF,C,Group 73,21,2,Inc-B,Non-Matched(gt) marked Inconclusive,P-X,New,P,π 154_2016-08_96,P,π 154_2016-08_96,X,π 154_2016-08_35,Bullet,NM,Beretta,P,X,KF,C,1
Org-Grp-181,KF,C,Group 73,22,2,ID---provide basis,Correct-Match,J-J,New,J,π 154_2016-08_125,J,π 154_2016-08_125,J,π 154_2016-08_125,Bullet,M,Beretta,J,J,KF,C,1
Org-Grp-181,KF,C,Group 73,23,2,Inc-B,Non-Matched(gt) marked Inconclusive,R-Z,New,R,π 78_2016-04_35,R,π 78_2016-04_35,Z,π 116_2016-06_35,Bullet,NM,Beretta,R,Z,KF,C,1
Org-Grp-181,KF,C,Group 73,24,2,Inc-B,Non-Matched(gt) marked Inconclusive,S-AA,New,S,π 154_2016-08_35,S,π 154_2016-08_35,AA,π 02_2016-01_81,Bullet,NM,Beretta,S,AA,KF,C,1
Org-Grp-181,KF,C,Group 73,25,2,Inc-B,Non-Matched(gt) marked Inconclusive,Q-Y,New,Q,π 116_2016-06_179,Q,π 116_2016-06_179,Y,π 111_2014-06_21,Bullet,NM,Beretta,Q,Y,KF,C,1
Org-Grp-181,KF,C,Group 73,26,1,Unsuitable-Lack of sufficent marks on QUESTIONED sample,Marked Unsuitable,11-11,New,11,,11,,11,,Bullet,M,Non_Ber,11,11,KF,C,1
Org-Grp-181,KF,C,Group 73,27,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,M-U,New,M,π 78_2016-04_35,M,π 78_2016-04_35,U,π 116_2016-06_179,Bullet,NM,Beretta,M,U,KF,C,1
Org-Grp-181,KF,C,Group 73,28,1,Inc-A,Match(gt) marked Inconclusive,2-2,New,2,,2,,2,,Bullet,M,Non_Ber,2,2,KF,C,1
Org-Grp-181,KF,C,Group 73,29,2,ID---provide basis,Correct-Match,K-K,New,K,π 75_2016-04_96,K,π 75_2016-04_96,K,π 75_2016-04_96,Bullet,M,Beretta,K,K,KF,C,1
Org-Grp-181,KF,C,Group 73,30,1,Inc-B,Non-Matched(gt) marked Inconclusive,4-6,New,4,,4,,6,,Bullet,NM,Non_Ber,4,6,KF,C,1
Org-Grp-174,IN,B,Group 74,16,2,ID---provide basis,Correct-Match,A-A,New,A,π 154_2016-08_35,A,π 154_2016-08_35,A,π 154_2016-08_35,Bullet,M,Beretta,A,A,IN,B,1
Org-Grp-174,IN,B,Group 74,17,2,ID---provide basis,Correct-Match,AA-AA,New,AA,π 02_2016-01_81,AA,π 02_2016-01_81,AA,π 02_2016-01_81,Bullet,M,Beretta,AA,AA,IN,B,1
Org-Grp-174,IN,B,Group 74,18,2,Inc-B,Non-Matched(gt) marked Inconclusive,E-K,New,E,π 78_2016-04_35,E,π 78_2016-04_35,K,π 75_2016-04_96,Bullet,NM,Beretta,E,K,IN,B,1
Org-Grp-174,IN,B,Group 74,19,1,Inc-B,Non-Matched(gt) marked Inconclusive,10-4,New,10,,10,,4,,Bullet,NM,Non_Ber,10,4,IN,B,1
Org-Grp-174,IN,B,Group 74,20,2,ID---provide basis,Correct-Match,Z-Z,New,Z,π 116_2016-06_35,Z,π 116_2016-06_35,Z,π 116_2016-06_119,Bullet,M,Beretta,Z,Z,IN,B,1
Org-Grp-174,IN,B,Group 74,21,2,Inc-B,Non-Matched(gt) marked Inconclusive,D-J,New,D,π 78_2016-04_35,D,π 78_2016-04_35,J,π 154_2016-08_125,Bullet,NM,Beretta,D,J,IN,B,1
Org-Grp-174,IN,B,Group 74,22,2,Inc-B,Non-Matched(gt) marked Inconclusive,G-M,New,G,π 78_2016-04_188,G,π 78_2016-04_188,M,π 78_2016-04_35,Bullet,NM,Beretta,G,M,IN,B,1
Org-Grp-174,IN,B,Group 74,23,2,Inc-B,Non-Matched(gt) marked Inconclusive,9-3,New,9,,9,,3,,Bullet,NM,Non_Ber,9,3,IN,B,1
Org-Grp-174,IN,B,Group 74,24,2,Inc-B,Non-Matched(gt) marked Inconclusive,F-L,New,F,π 165_2016.08_91,F,π 165_2016.08_91,L,π 75_2016-04_96,Bullet,NM,Beretta,F,L,IN,B,1
